"Target","File","SizeBytes","Sha256"
"edge-test","edge-test\Default\Favicons","20480","661A02E5B0FC01297749298EE1F26D89A4CBB28F155BE20CE75FB7A32D883687"
"edge-test","edge-test\Default\Favicons-journal","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\History","212992","9F6ECCBAE4AA90CB6F6175ACAA657EDBCAC969400990CA42323D2694D9DBF9AB"
"edge-test","edge-test\Default\History-journal","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\HubApps Icons","28672","8C7408718E262C9C6F461E990AB545C464E44CDF6864C9FAADEF824275C440C5"
"edge-test","edge-test\Default\HubApps Icons-journal","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\load_statistics.db","4096","F1C1D714B195AA1795C50ED2DB1795613D868A07340CBF0B1A563384FDFEBDCF"
"edge-test","edge-test\Default\load_statistics.db-shm","32768","DB515D76155E78E52F712E9CAC889EF9ACC305FB11A478AD4CF39922449C3315"
"edge-test","edge-test\Default\load_statistics.db-wal","86552","5CE17EED06E268896515216D6A87A661BFAC4C49A7F4D66A55EFFB39C43428C4"
"edge-test","edge-test\Default\LOCK","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\LOG","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\Login Data","51200","5E33A858AB4DD2672FB2A8D29F6820DD6D8E16FD4B42B7C1C47AE0537EE61174"
"edge-test","edge-test\Default\Login Data For Account","51200","5E33A858AB4DD2672FB2A8D29F6820DD6D8E16FD4B42B7C1C47AE0537EE61174"
"edge-test","edge-test\Default\Login Data For Account-journal","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\Login Data-journal","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\Preferences","11249","C6E3F7A3091FA48B8F3989973B54073A2744A0C3050D486A91EA837E04540699"
"edge-test","edge-test\Default\README","182","A0C9ABAE18599F0A65FC654AD36251F6330794BEA66B718A09D8B297F3E38E87"
"edge-test","edge-test\Default\Secure Preferences","31133","AA505ADE46528D671AFA6E1E6078CFD71F4A4483A8010C8697BEAA5CFF9E3EEE"
"edge-test","edge-test\Default\ServerCertificate","20480","3F3C52EB59E5232A77D706B68B4B33B2A08CF4931F9204B422A7A4F4CC31B8D5"
"edge-test","edge-test\Default\ServerCertificate-journal","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\Top Sites","20480","F1F8CA9EBF356B2BD59235BB8F2F371E49E6A0559B1B73A3D058F311ED301ED9"
"edge-test","edge-test\Default\Top Sites-journal","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\Vpn Tokens","28672","160FF751F2DF2A94235A1F4BCF67EDD7B4A7D81BB4E5EE51FD742CA48FE1FB65"
"edge-test","edge-test\Default\Vpn Tokens-journal","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\Web Data","227328","A86D1CDC94F7A3041313BC0F2C4B4C9B637DF9B9CFCA26AC0A31CDC8511C7B72"
"edge-test","edge-test\Default\Web Data-journal","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\Cache\Cache_Data\data_0","45056","61B4EB23581D8DD5A0F3973C5DAE4CFFB671029276FB0F1EFE1AD4EE9B57E00C"
"edge-test","edge-test\Default\Cache\Cache_Data\data_1","270336","1DEA2C56DB8702F316FCC843F88A1F47E8D6D9124837AFA9980BE5F4910A021B"
"edge-test","edge-test\Default\Cache\Cache_Data\data_2","1056768","0AE29F6FC5905FF7252104AF9B633A82D99527C460E80FD3558C7F3C6895722D"
"edge-test","edge-test\Default\Cache\Cache_Data\data_3","4202496","81BA173A6ED41E42147F91C57E062F62E800FB5F50A4BBF6CE3651A863E26F1D"
"edge-test","edge-test\Default\Cache\Cache_Data\f_000001","682719","B72A37B65FCBDA45FEA6AC45426437764A13DA2625509C83E4056656EA684E9C"
"edge-test","edge-test\Default\Cache\Cache_Data\index","524656","874AB4A4403C48CCCDB5BBD89C97DB54A752E4B8FC461FB13127C0C95E6BFCA9"
"edge-test","edge-test\Default\Cache\No_Vary_Search\journal.baj","4","9C169428D852E25BD59B27652ED533D2A1F09F96E4C329FA5E06F47E16731543"
"edge-test","edge-test\Default\Cache\No_Vary_Search\snapshot.baf","20","0C2DD377ED0CC66161E9DB8F89F7D8BCB3AD8C06C4A054BDCBA214AB05F58C9A"
"edge-test","edge-test\Default\ClientCertificates\LOCK","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\ClientCertificates\LOG","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\Code Cache\js\2a8a6f695a3ff316_0","303","DB5A7AA7ACD223422DB8EF44752811627E26EE7A39B0CEB6CC7B1000D30F7150"
"edge-test","edge-test\Default\Code Cache\js\2cca9bc741a6516d_0","306","396461117BCFD07A4A862B907C5A96199AA69D2E29CA7925B5EDDBAA74ED9E05"
"edge-test","edge-test\Default\Code Cache\js\5cce1706364839f1_0","307","9AD545EB4135275404A5747BBECFA4D84AABBCA1D7EA2E9086317187EEC5B7BF"
"edge-test","edge-test\Default\Code Cache\js\5fbb54f36261c413_0","308","90451A51D6B5E2A477FD9EFC37B18ACEDA32C54F32417E6ADB7C7C078379AEAD"
"edge-test","edge-test\Default\Code Cache\js\7de0dc67a2b3a69c_0","307","06E257B1495A139A826B443B3A6570CECBC0D90108EB37EFA5EBB95D16D8486C"
"edge-test","edge-test\Default\Code Cache\js\8020acacb3d13763_0","321","13C73A2E0C9B3FC331AEDC92422457FB42C05E3BD9FC6F20C668D1A2E7D23E06"
"edge-test","edge-test\Default\Code Cache\js\8bb1867be67136eb_0","305","6D863B786F438E219C512C881EAD1F092E054B31FA7065897DBF5CFC59BDE3CD"
"edge-test","edge-test\Default\Code Cache\js\945cb8fb56d09a8e_0","321","D9CD38EC0101847EE05776D8FDC3B50AC18CD4388F1EDA54653CF7C5932D14D2"
"edge-test","edge-test\Default\Code Cache\js\b21fb45197b9c728_0","303","C07549BF47C94D8F0C726705A4D65692D7F6D617EE2318FD8C561D445976D06A"
"edge-test","edge-test\Default\Code Cache\js\ba678a2fbd8c358c_0","298","F534DC5BDDE6B730BA3F05E3548FA80131E65AD1A96CFDE72606365913DF2DB1"
"edge-test","edge-test\Default\Code Cache\js\baded5730168391f_0","313","CE4FDAB7193D63C10B55AD2BEBC6100ED2C349A8FFB929123939361ABBBF339B"
"edge-test","edge-test\Default\Code Cache\js\e94999eac39dfd99_0","317","EEEA17E6FCAB70B12A3F17EFE63C9EB567C5F65B9F93FDD34173AC8246CC94F5"
"edge-test","edge-test\Default\Code Cache\js\e9a142a21b9ad9ef_0","297","DD5F7B8B7276F2AE0326D6D27F14BBDCF0B4C94418C03BF91207F04D569E85CF"
"edge-test","edge-test\Default\Code Cache\js\ebce9e52a869b921_0","303","BC4106C7B0CC42A48E68ABDA928DA76E5E839552294C9B173A37580C69BD749A"
"edge-test","edge-test\Default\Code Cache\js\index","24","FBCFE23A2ECB82B7100C50811691DDE0A33AA3DA8D176BE9882A9DB485DC0F2D"
"edge-test","edge-test\Default\Code Cache\js\index-dir\the-real-index","384","D82B3C915404A2AB643E5661C5370206EF941BDCF376BFAC9A078178C993E9A1"
"edge-test","edge-test\Default\Code Cache\wasm\index","24","FBCFE23A2ECB82B7100C50811691DDE0A33AA3DA8D176BE9882A9DB485DC0F2D"
"edge-test","edge-test\Default\Code Cache\wasm\index-dir\the-real-index","48","D2EEE0F839CC869362A1488DD900311F91C20F81C4D1B4AE32746DAB78D03EEF"
"edge-test","edge-test\Default\commerce_subscription_db\LOCK","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\commerce_subscription_db\LOG","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\DawnGraphiteCache\data_0","8192","D6A5FE39CD672781B256E0E3102F7022635F1D4BB7CFCC90A80FFFE4D0F3877E"
"edge-test","edge-test\Default\DawnGraphiteCache\data_1","270336","D829F7F7DC39F05B54453B4FF1EFF7D27FBB37ACE3B863B6F13468EAB4A6F539"
"edge-test","edge-test\Default\DawnGraphiteCache\data_2","8192","EC1702806F4CC7C42A82FC2B38E89835FDE7C64BB32060E0823C9077CA92EFB7"
"edge-test","edge-test\Default\DawnGraphiteCache\data_3","8192","E09F42C398D688DCE168570291F1F92D079987DEDA3099A34ADB9E8C0522B30C"
"edge-test","edge-test\Default\DawnGraphiteCache\index","262512","6E6BF45D7DF4A565D240EED8C0FB6A800E9E6D4AB10B32A9E11546E9CEC2C876"
"edge-test","edge-test\Default\DawnWebGPUCache\data_0","8192","D6A5FE39CD672781B256E0E3102F7022635F1D4BB7CFCC90A80FFFE4D0F3877E"
"edge-test","edge-test\Default\DawnWebGPUCache\data_1","270336","489AFDBA1AE37AAB48345EDCAEA1B982BA0ADC1BEB213834A22F2192470E38C8"
"edge-test","edge-test\Default\DawnWebGPUCache\data_2","8192","EC1702806F4CC7C42A82FC2B38E89835FDE7C64BB32060E0823C9077CA92EFB7"
"edge-test","edge-test\Default\DawnWebGPUCache\data_3","8192","E09F42C398D688DCE168570291F1F92D079987DEDA3099A34ADB9E8C0522B30C"
"edge-test","edge-test\Default\DawnWebGPUCache\index","262512","C4EF388E98D620A570C292954C3FD248CBD4CB713FBA39D88D8CFBFEEF3E7304"
"edge-test","edge-test\Default\discounts_db\LOCK","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\discounts_db\LOG","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\discount_infos_db\LOCK","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\discount_infos_db\LOG","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\DualEngine\SiteList-Consumer.json","2","44136FA355B3678A1146AD16F7E8649E94FB4FC21FE77E8310C060F61CAAFF8A"
"edge-test","edge-test\Default\DualEngine\SiteList-Enterprise.json","2","44136FA355B3678A1146AD16F7E8649E94FB4FC21FE77E8310C060F61CAAFF8A"
"edge-test","edge-test\Default\EdgeCoupons\coupons_data.db\000003.log","33","68C7AD234755B9EDB06832A084D092660970C89A7305E0C47D327B6AC50DD898"
"edge-test","edge-test\Default\EdgeCoupons\coupons_data.db\CURRENT","16","0F1BAD70C7BD1E0A69562853EC529355462FCD0423263A3D39D6D0D70B780443"
"edge-test","edge-test\Default\EdgeCoupons\coupons_data.db\LOCK","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\EdgeCoupons\coupons_data.db\LOG","303","BED0E38F344310D09FBAEA87AAD13606473DB88B858D28E644CF49CACE77C524"
"edge-test","edge-test\Default\EdgeCoupons\coupons_data.db\MANIFEST-000001","41","F9D31B278E215EB0D0E9CD709EDFA037E828F36214AB7906F612160FEAD4B2B4"
"edge-test","edge-test\Default\EdgeEDrop\EdgeEDropSQLite.db","32768","A61F863BC5396457C5636242D4D534C921390E24806EFEEFA876A9F5C1120C15"
"edge-test","edge-test\Default\EdgeEDrop\EdgeEDropSQLite.db-journal","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\EdgeHubAppUsage\EdgeHubAppUsageSQLite.db","32768","E1F8291375FCE2B26158493EF9CB196137850F4A95E2ED9D34041D571663E5F0"
"edge-test","edge-test\Default\EdgeHubAppUsage\EdgeHubAppUsageSQLite.db-journal","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\EdgePushStorageWithConnectTokenAndKey\LOCK","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\EdgePushStorageWithConnectTokenAndKey\LOG","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\EdgeSessions\SessionRestoreLog","47","AB856DCA9BDB2332D7145D97D2486A59BA3EB97E9B691A97D7A44C497FFB228A"
"edge-test","edge-test\Default\Extension Rules\000003.log","190","46ED76C989FA492AF602D813EAF61C17EDD71251674807A443B8F9CCC988292A"
"edge-test","edge-test\Default\Extension Rules\CURRENT","16","0F1BAD70C7BD1E0A69562853EC529355462FCD0423263A3D39D6D0D70B780443"
"edge-test","edge-test\Default\Extension Rules\LOCK","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\Extension Rules\LOG","281","7650E4CC0B6465290C7063FB70D16CACE76EB479D29F7C3E8044879643513A7C"
"edge-test","edge-test\Default\Extension Rules\MANIFEST-000001","41","F9D31B278E215EB0D0E9CD709EDFA037E828F36214AB7906F612160FEAD4B2B4"
"edge-test","edge-test\Default\Extension Scripts\000003.log","190","46ED76C989FA492AF602D813EAF61C17EDD71251674807A443B8F9CCC988292A"
"edge-test","edge-test\Default\Extension Scripts\CURRENT","16","0F1BAD70C7BD1E0A69562853EC529355462FCD0423263A3D39D6D0D70B780443"
"edge-test","edge-test\Default\Extension Scripts\LOCK","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\Extension Scripts\LOG","285","761C5FC6D2C8617F84C9ECD2E0974FFFF42B7D79D90A28595069CC13B8FBFB90"
"edge-test","edge-test\Default\Extension Scripts\MANIFEST-000001","41","F9D31B278E215EB0D0E9CD709EDFA037E828F36214AB7906F612160FEAD4B2B4"
"edge-test","edge-test\Default\Extension State\000003.log","570","99DEF1B557F19F04C1AFFC6F247D0451F33FC10EC42E73792223C3215AC98BE6"
"edge-test","edge-test\Default\Extension State\CURRENT","16","0F1BAD70C7BD1E0A69562853EC529355462FCD0423263A3D39D6D0D70B780443"
"edge-test","edge-test\Default\Extension State\LOCK","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\Extension State\LOG","281","64B027D058B0848E21CA7898A5CBAA70D1A4A2A57AB7AD15F56BEF516083D11A"
"edge-test","edge-test\Default\Extension State\MANIFEST-000001","41","F9D31B278E215EB0D0E9CD709EDFA037E828F36214AB7906F612160FEAD4B2B4"
"edge-test","edge-test\Default\GPUCache\data_0","8192","D6A5FE39CD672781B256E0E3102F7022635F1D4BB7CFCC90A80FFFE4D0F3877E"
"edge-test","edge-test\Default\GPUCache\data_1","270336","AF79B51AA2658CAEA7C8C5EEAD077B7FFF5F1469D2689A1893C17DF8997CA48A"
"edge-test","edge-test\Default\GPUCache\data_2","8192","EC1702806F4CC7C42A82FC2B38E89835FDE7C64BB32060E0823C9077CA92EFB7"
"edge-test","edge-test\Default\GPUCache\data_3","8192","E09F42C398D688DCE168570291F1F92D079987DEDA3099A34ADB9E8C0522B30C"
"edge-test","edge-test\Default\GPUCache\index","262512","06F9B62B4A45556E34050C3A251C18CD3B38582188906F9A8574095687064D11"
"edge-test","edge-test\Default\Local Extension Settings\jdiccldimpdaibmpdkjnbmckianbfold\000003.log","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\Local Extension Settings\jdiccldimpdaibmpdkjnbmckianbfold\CURRENT","16","0F1BAD70C7BD1E0A69562853EC529355462FCD0423263A3D39D6D0D70B780443"
"edge-test","edge-test\Default\Local Extension Settings\jdiccldimpdaibmpdkjnbmckianbfold\LOCK","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\Local Extension Settings\jdiccldimpdaibmpdkjnbmckianbfold\LOG","365","30B8D64F757AF5F5417D5047D2FB30D8E826D2822C29E41BEA14B2872208C791"
"edge-test","edge-test\Default\Local Extension Settings\jdiccldimpdaibmpdkjnbmckianbfold\MANIFEST-000001","41","F9D31B278E215EB0D0E9CD709EDFA037E828F36214AB7906F612160FEAD4B2B4"
"edge-test","edge-test\Default\Local Storage\leveldb\000003.log","30","8BD2EA70A0B70C91DE138A5B87C7936C6A6FA7C4275C54B97F4EF0CCC5B79BB4"
"edge-test","edge-test\Default\Local Storage\leveldb\CURRENT","16","0F1BAD70C7BD1E0A69562853EC529355462FCD0423263A3D39D6D0D70B780443"
"edge-test","edge-test\Default\Local Storage\leveldb\LOCK","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\Local Storage\leveldb\LOG","293","4DEB918178AC1B344925E11D333889B9205E16CE82B51E8352C38AF20CEEDE50"
"edge-test","edge-test\Default\Local Storage\leveldb\MANIFEST-000001","41","F9D31B278E215EB0D0E9CD709EDFA037E828F36214AB7906F612160FEAD4B2B4"
"edge-test","edge-test\Default\Network\Cookies","20480","10A593409C1FDFFDF2F4CF71702C8E6A1452A91F0924F421CE0BE5984D969EF6"
"edge-test","edge-test\Default\Network\Cookies-journal","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\Network\Device Bound Sessions","20480","943CD4ADBEF538C63D8202C83394D0B683A97C477ECF125FC16246F823D6C31B"
"edge-test","edge-test\Default\Network\Device Bound Sessions-journal","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\Network\Network Persistent State","1237","2E1D0618A7B37A518A9CA95EA8EF8F1BD49BF4D3BB5F97E5A8191E5D64628CE0"
"edge-test","edge-test\Default\Network\NetworkDataMigrated","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\Network\Reporting and NEL","36864","777CE9EA5C5B6DFD02D8F5FA19004809A3351EF158757B96FCCD642D4DF8D22D"
"edge-test","edge-test\Default\Network\Reporting and NEL-journal","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\Network\SCT Auditing Pending Reports","2","4F53CDA18C2BAA0C0354BB5F9A3ECBE5ED12AB4D8E11BA873C2F11161202B945"
"edge-test","edge-test\Default\Network\Sdch Dictionaries","40","6028BD681DBF11A0A58DDE8A0CD884115C04CAA59D080BA51BDE1B086CE0079D"
"edge-test","edge-test\Default\Network\Trust Tokens","36864","96C6BB59CA9C0E33BC09BF2D28B682E1785EE5C6D4F6D15CEE322833CC643143"
"edge-test","edge-test\Default\Network\Trust Tokens-journal","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\Nurturing\campaign_history","20480","096C0F60C8C3E928565E7F120F671A3F9FE72789943BCB7E3FA7D3754BA6E714"
"edge-test","edge-test\Default\Nurturing\campaign_history-journal","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\parcel_tracking_db\LOCK","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\parcel_tracking_db\LOG","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\PersistentOriginTrials\LOCK","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\PersistentOriginTrials\LOG","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\Safe Browsing Network\NetworkDataMigrated","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\Safe Browsing Network\Safe Browsing Cookies","20480","10A593409C1FDFFDF2F4CF71702C8E6A1452A91F0924F421CE0BE5984D969EF6"
"edge-test","edge-test\Default\Safe Browsing Network\Safe Browsing Cookies-journal","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\Service Worker\Database\000003.log","214","D662F37DA9B0FF1B7056EC8AE81E38B390153489A029CB58EB20F437C59A5BB8"
"edge-test","edge-test\Default\Service Worker\Database\CURRENT","16","0F1BAD70C7BD1E0A69562853EC529355462FCD0423263A3D39D6D0D70B780443"
"edge-test","edge-test\Default\Service Worker\Database\LOCK","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\Service Worker\Database\LOG","295","246450654896ACBA2F7174D7C5FE3229FE7C12FAB009F4682AC37121838B4064"
"edge-test","edge-test\Default\Service Worker\Database\MANIFEST-000001","41","F9D31B278E215EB0D0E9CD709EDFA037E828F36214AB7906F612160FEAD4B2B4"
"edge-test","edge-test\Default\Service Worker\ScriptCache\index","24","FBCFE23A2ECB82B7100C50811691DDE0A33AA3DA8D176BE9882A9DB485DC0F2D"
"edge-test","edge-test\Default\Service Worker\ScriptCache\index-dir\the-real-index","48","5F1D5D97A5FCF2AFBBDC8BCB90FDCB3C44CA0CAAACA426FF896FC808BEE7E1EF"
"edge-test","edge-test\Default\Session Storage\000003.log","337","8EDFACFA2E69A9C322CE618DBCB5D104011A317A49934B9D7014DC3DABA2D629"
"edge-test","edge-test\Default\Session Storage\CURRENT","16","0F1BAD70C7BD1E0A69562853EC529355462FCD0423263A3D39D6D0D70B780443"
"edge-test","edge-test\Default\Session Storage\LOCK","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\Session Storage\LOG","279","C36F309D66E27993818B976998FD782162E5F4AE8C6E21662A7D1D35EFA3087E"
"edge-test","edge-test\Default\Session Storage\MANIFEST-000001","41","F9D31B278E215EB0D0E9CD709EDFA037E828F36214AB7906F612160FEAD4B2B4"
"edge-test","edge-test\Default\Sessions\Session_13427415966954671","1931","DC4B7EE2DBD7145C83511C454A4C52C6B5B58EEAD4BF6ED8BD8087F64DE8F9F3"
"edge-test","edge-test\Default\Sessions\Tabs_13427415986658515","1584","2501C39BC74E6BB25F4A4A17C9990E63588BB1D3C5A482B7C83E596729BEFE47"
"edge-test","edge-test\Default\Shared Dictionary\db","45056","B87DA9786C3FB75B92CA41E78F7A8CACBA24040A26AD85674782AD2CBF5AD814"
"edge-test","edge-test\Default\Shared Dictionary\db-journal","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\Shared Dictionary\cache\index","24","FBCFE23A2ECB82B7100C50811691DDE0A33AA3DA8D176BE9882A9DB485DC0F2D"
"edge-test","edge-test\Default\Shared Dictionary\cache\index-dir\the-real-index","48","1DBA066BF9381F5E8E2FD3346924A138D5F1E10B68117351CE3F1C060919EAE5"
"edge-test","edge-test\Default\shared_proto_db\000003.log","19","AB5C71347D95F319781DF230012713C7819AC0D69373E8C9A7302CAE3F9A04B7"
"edge-test","edge-test\Default\shared_proto_db\CURRENT","16","0F1BAD70C7BD1E0A69562853EC529355462FCD0423263A3D39D6D0D70B780443"
"edge-test","edge-test\Default\shared_proto_db\LOCK","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\shared_proto_db\LOG","281","4D5D86271DA577B20744E3AC6573AFBC8A30A70540B9AB3197AA95DC8296ECC8"
"edge-test","edge-test\Default\shared_proto_db\MANIFEST-000001","41","F9D31B278E215EB0D0E9CD709EDFA037E828F36214AB7906F612160FEAD4B2B4"
"edge-test","edge-test\Default\shared_proto_db\metadata\000003.log","474","1A2F7234FB10545EB11DFA29CE6F887317D3ED7D840A129318E834EEC460CF28"
"edge-test","edge-test\Default\shared_proto_db\metadata\CURRENT","16","0F1BAD70C7BD1E0A69562853EC529355462FCD0423263A3D39D6D0D70B780443"
"edge-test","edge-test\Default\shared_proto_db\metadata\LOCK","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\shared_proto_db\metadata\LOG","299","6C89BA5062C8A58B27E307D261331A67C95F16005F5FE1BE8F892F145B6007E5"
"edge-test","edge-test\Default\shared_proto_db\metadata\MANIFEST-000001","41","F9D31B278E215EB0D0E9CD709EDFA037E828F36214AB7906F612160FEAD4B2B4"
"edge-test","edge-test\Default\Site Characteristics Database\000003.log","40","F096BC366A931FBA656BDCD77B24AF15A5F29FC53281A727C79F82C608ECFAB8"
"edge-test","edge-test\Default\Site Characteristics Database\CURRENT","16","0F1BAD70C7BD1E0A69562853EC529355462FCD0423263A3D39D6D0D70B780443"
"edge-test","edge-test\Default\Site Characteristics Database\LOCK","0","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"edge-test","edge-test\Default\Site Characteristics Database\LOG","309","924D161EB1859CD1D3A5A43AEEE7C590C0B3E12A191EFD61B05034D58160C6BF"
"edge-test","edge-test\Default\Site Characteristics Database\MANIFEST-000001","41","F9D31B278E215EB0D0E9CD709EDFA037E828F36214AB7906F612160FEAD4B2B4"
"edge-test","edge-test\Default\Storage\ext\ihmafllikibpmigkcoadcmckbfhibefp\def\Code Cache\js\6f3a0dc5e6916f1e_0","309","697D902D9651AD4E8FB694C5203679172BFE5F90DE8A8CB86C09CB93C014E1FA"
"edge-test","edge-test\Default\Storage\ext\ihmafllikibpmigkcoadcmckbfhibefp\def\Code Cache\js\index","24","FBCFE23A2ECB82B7100C50811691DDE0A33AA3DA8D176BE9882A9DB485DC0F2D"
"edge-test","edge-test\Default\Storage\ext\ihmafllikibpmigkcoadcmckbfhibefp\def\Code Cache\js\index-dir\the-real-index","72","ED37FC81D0540371DDD78A83D3014A185131F75B813DAB184A1067EFEBC1B204"
"edge-test","edge-test\Default\Storage\ext\ihmafllikibpmigkcoadcmckbfhibefp\def\Code Cache\wasm\index","24","FBCFE23A2ECB82B7100C50811691DDE0A33AA3DA8D176BE9882A9DB485DC0F2D"
"edge-test","edge-test\Default\Storage\ext\ihmafllikibpmigkcoadcmckbfhibefp\def\Code Cache\wasm\index-dir\the-real-index","48","200E168F16C3179C75A02927A25D7CE2A6D5B064EE6746AD9B8C8B7F7F32200B"
"edge-test","edge-test\Default\Storage\ext\ihmafllikibpmigkcoadcmckbfhibefp\def\DawnGraphiteCache\data_0","8192","D6A5FE39CD672781B256E0E3102F7022635F1D4BB7CFCC90A80FFFE4D0F3877E"
"edge-test","edge-test\Default\Storage\ext\ihmafllikibpmigkcoadcmckbfhibefp\def\DawnGraphiteCache\data_1","270336","2D205D4EA23A4B6BFC6D04BCC764FD58D66D670A9589665EA0D541D65EFF3BBC"
"edge-test","edge-test\Default\Storage\ext\ihmafllikibpmigkcoadcmckbfhibefp\def\DawnGraphiteCache\data_2","8192","EC1702806F4CC7C42A82FC2B38E89835FDE7C64BB32060E0823C9077CA92EFB7"
